chromosome	pval.human	pval.chimp	zeta.human	zeta.chimp	size	Specificity	maf_common	S_common	maf_rare	S_rare	eQTLs	PhastCons	PP_con	PP_acc	gene	dTSS	type
chr3:148908682-148908981	0.0323993603945028	1	2.84770302820616	4.46195081701356e-14	299	0.99206349	0.0379	1	0.0035	2	0	0.015	0.9997823	0.0118738	CP	31010	ncHAE
chr3:15563300-15563599	0.0245121141707642	1	2.81136705531462	2.06592321966769e-14	299	0.81746	0.4948	1	0.0012	2	0	NA	0.9999408	0.005213675	COLQ	-192	ncHAE
chr3:157611810-157612109	0.300471586899623	0.168704455528892	1.75984995456098	2.0059066191637	299	0.99206349	0.0106	2	0.002	2	0	0.998	0.9979201	0.0556706	SHOX2	211989	ncHAE
chr3:157637610-157637910	0.0803722539874441	0.0110681525256783	1.92384114323882	3.55540782654553	300	0.99206349	0.4038	1	8e-04	2	1	0.703	0.9759686	0.20834	SHOX2	186189	ncHAE
chr3:157676147-157676497	0.422353958865044	1	1.66091271591779	1.25346199456792e-14	350	0.9047619	0	0	9e-04	4	0	1	0.999728	0.02019125	SHOX2	147627	ncHAE
chr3:159012221-159012521	0.14048195649394	0.0501061814349725	2.03245960606433	2.91540078293871	300	0.99206349	0	0	0.001	4	0	0.966	0.9949746	0.09005779	IQCJ-SCHIP1	225318	ncHAE
chr3:159898494-159898821	0.124977863969384	0.343867836962851	2.11237763877852	1.66818927339832	327	0.642857	0.1062	1	0.001	7	0	0.668	0.9991776	0.0202764	C3orf80	-44765	ncHAE
chr3:159925046-159925345	0.213308838772155	1	1.95784251510942	3.05512700696721e-14	299	0.9761905	0	0	0.0054	3	0	0.681	0.9716082	0.2773286	C3orf80	-18227	ncHAE
chr3:161591785-161592084	0.0235789237482217	0.198464773673611	2.82435507335191	1.34679519514271	299	0.9761905	0.4663	3	0.002	2	0	1	0.9990833	0.02778951	OTOL1	377339	ncHAE
chr3:162455652-162455952	0.0907111325471019	0.163228599397515	2.71128525651195	1.76053833130975	300	0.99206349	0.15905	2	0.0026	1	0	0.999	0.9977825	0.0597613	OTOL1	1241206	ncHAE
chr3:166807886-166808186	0.213770769065636	1	2.06380858955887	2.91058405565424e-14	300	0.9761905	0.0707	3	0.0014	1	0	0.9905	0.9999441	0.008552775	ZBBX	289542	ncHAE
chr3:167677336-167677657	0.0449162312928778	1	2.19145576230542	2.06344554927535e-14	321	0.99206349	0.1873	2	0	0	0	1	0.9855491	0.1580965	GOLIM4	136266	ncHAE
chr3:1677070-1677467	0.122755716448417	1	2.17155586455444	0.814333572317298	397	0.99206349	0.1407	4	0.0057	6	0	NA	0.9997321	0.009626789	CNTN6	543009	ncHAE
chr3:169081987-169082829	0.551130394887101	1	0.74129046232191	1.50293218132084e-14	842	0.99206349	0.4399	2	8e-04	7	0	1	0.9883637	0.1418974	MECOM	-218315	ncHAE
chr3:169153566-169153866	0.193743398131368	1	1.87910853687149	1.59852498613216e-14	300	0.99206349	0.0806	2	0.0029	2	0	1	0.9997041	0.02036393	MECOM	-289623	ncHAE
chr3:169183229-169183611	0.0920213824684272	0.798446165488892	2.25167040710888	0.63466405095947	382	0.99206349	0.15885	2	0.0016	1	1	1	0.9977595	0.04408761	ACTRT3	304263	ncHAE
chr3:170819716-170820016	4.8704861345894e-05	1	5.38427892629499	4.35819488218193e-16	300	0.587302	0.1028	1	6e-04	1	0	0.8475	1	5.62337e-09	SLC2A2	-75327	ncHAE
chr3:1711232-1711537	0.0190990235587587	1	3.30708751678275	0.570342960577955	305	0.99206349	0.2105	3	0.0018	3	0	NA	0.9998082	0.007489142	CNTN4	-569128	ncHAE
chr3:173680517-173680913	0.0259004564839196	1	1.81557263589186	0.800378682583224	396	0.984127	0.0202	1	4e-04	2	0	0.88	0.9999769	0.001577032	NLGN1	564477	ncHAE
chr3:173820082-173820381	0.0648376426121451	1	1.53764521136258	3.63408087725218e-14	299	0.99206349	0.2825	1	0.001	1	0	1	0.9996525	0.02464691	NLGN1	703994	ncHAE
chr3:174032011-174032311	0.247008927783179	1	2.02088238671186	0.627902480287605	300	0.99206349	0	0	0.0027	4	0	1	0.9997996	0.01603771	NAALADL2	-544909	ncHAE
chr3:174393771-174394070	0.0159352217323488	0.0939187124956667	3.07460364154332	2.42111117668414	299	0.99206349	0	0	0.0033	2	0	0.466	0.9998648	0.004682094	NAALADL2	-183149	ncHAE
chr3:174438530-174438829	0.0768955254951915	0.290090779849332	2.58576028689135	1.67534086382153	299	0.984127	0.0451	2	6e-04	3	0	1	0.9990746	0.03618968	NAALADL2	-138390	ncHAE
chr3:174629619-174629918	0.0661954720256889	1	2.58481612083018	0.349870118899284	299	0.9285714	0.0176	1	0	0	0	0.994	0.9970859	0.04193418	NAALADL2	52699	ncHAE
chr3:174676522-174676822	0.122267933828339	0.0533715178291333	2.37235272121562	1.73476556274504	300	0.99206349	0.0284	1	0.0058	5	0	0.979	0.995302	0.08755621	NAALADL2	99602	ncHAE
chr3:174893632-174893965	0.330440697071617	1	1.69438855604588	1.98571706122353e-14	333	0.99206349	0.2374	3	0.0076	2	0	0.999	0.9724336	0.2752424	NAALADL2	316729	ncHAE
chr3:175200036-175200336	0.021656963665195	0.58254143689306	3.24684083187915	1.24162246621485	300	0.99206349	0.3668	7	0.001	1	0	0.0105	0.9892968	0.09415812	NAALADL2	623116	ncHAE
chr3:175297239-175297539	0.00451784163555058	1	3.5530212517573	2.72873763371135e-14	300	0.99206349	0.08666	7	0.0037	2	0	0.958	0.9999871	0.0007113018	NAALADL2	720319	ncHAE
chr3:175671936-175672236	0.0039570971525521	1	3.9560814184033	0.513283383920786	300	0.99206349	0.2542	1	0.0013	4	1	0.566	0.9999851	0.0007928788	NAALADL2	1095016	ncHAE
chr3:178386891-178387190	0.104472712917047	0.733517894346493	2.38953667855251	0.873581858205359	299	0.9444444	0	0	0.0022	3	0	0.009	0.9969615	0.05194842	KCNMB2	110553	ncHAE
chr3:180952295-180952595	0.0874701905960656	0.0666777135665585	2.72029765255348	2.25078853717925	300	0.99206349	0.021	2	0.0022	3	0	1	0.9955784	0.06636517	DNAJC19	-244884	ncHAE
chr3:182019857-182020156	0.167739557415621	1	2.00239013254505	2.51882886702084e-14	299	0.99206349	0.0774	2	0.0026	1	0	0.996	0.9994949	0.02637108	ATP11B	-491281	ncHAE
chr3:182236377-182236677	0.116890062938661	1	2.30214860871005	0.334932604071223	300	0.99206349	0.108	1	0.0015	2	0	1	0.9999965	0.001228583	ATP11B	-274761	ncHAE
chr3:183289709-183290008	0.272151205408294	1	1.27102118430783	0.653540477700275	299	0.99206349	0.4597	1	0	0	1	0.002	0.9593402	0.329192	KLHL6	-16382	ncHAE
chr3:184069291-184069608	0.140876401059201	0.694448250328238	2.07424985790907	1.24034597084679	317	0.9285714	0	0	0.0018	4	0	0.951	0.9997859	0.01670038	CLCN2	9989	ncHAE
chr3:18537779-18538079	0.000241964539774098	1	3.53676460718648	0.512575314512811	300	0.984127	0.19235	2	0.0018	1	0	NA	0.9998246	0.006785546	SATB1	-71864	ncHAE
chr3:185957071-185957371	0.0819101991329784	1	2.47774163040034	0.46708642017072	300	0.746032	0.15815	2	8e-04	1	1	1	1	6.683342e-05	DGKG	122805	ncHAE
chr3:187290017-187290317	0.00112897357309605	1	3.1284970906348	0.859558317851021	300	0.99206349	0.3846	4	0.0046	1	0	0.017	0.999793	0.007613337	SST	98020	ncHAE
chr3:187628083-187628383	0.142739935619726	0.400175793136103	1.97701950088462	1.34410717146115	300	0.9365079	0.04425	2	4e-04	3	1	1	0.986361	0.192904	BCL6	-164718	ncHAE
chr3:187966534-187966833	0.0197218179085055	1	3.44987575285347	0.378890645527623	299	0.984127	0.0246	5	0	0	0	0.178	0.999905	0.004595807	LPP	35963	ncHAE
chr3:188917991-188918291	0.282885287228395	0.115579288786851	1.84691351682821	2.28726281624501	300	0.984127	0.1012	1	0.0011	2	0	0.9355	0.9862343	0.1968395	TPRG1	28378	ncHAE
chr3:19007830-19008129	0.482150174727607	1	1.60126218798288	2.31710029609741e-14	299	0.99206349	0.0379	1	0.0018	3	0	NA	0.9997593	0.02996826	KCNH8	-181966	ncHAE
chr3:190263016-190263327	0.12331007389456	1	2.35440624406867	0.291535323988699	311	0.984127	0	0	0.0021	4	0	0.999	0.9999169	0.006287925	IL1RAP	31281	ncHAE
chr3:193016253-193016552	0.21725847504406	0.74647143860977	2.25123623030656	0.47014880304488	299	0.99206349	0.011	2	0.0014	3	0	0.81	0.9996097	0.02325181	HRASLS	57489	ncHAE
chr3:193419821-193420121	0.132601056276715	1	1.96573878385345	0.174009887241015	300	0.984127	0.0132	1	0.0032	4	0	1	0.9999628	0.01619334	OPA1	109038	ncHAE
chr3:193506521-193506821	0.0482718543072818	1	1.90888986427173	1.98876551303106e-14	300	0.9047619	0.1587	3	0.001	3	0	1	0.9999854	0.004456097	OPA1	195738	ncHAE
chr3:194182759-194183058	3.95799629737681e-08	1	8.19072224458403	2.05946710503032e-14	299	0.99206349	0.09855	2	0.0016	1	0	0.004	1	5.004643e-09	ATP13A3	36184	ncHAE
chr3:20420277-20420576	0.093079237026199	1	2.3866899711417	3.48981796837906e-14	299	0.99206349	0	0	4e-04	1	0	NA	0.9998522	0.009557631	SGOL1	-192744	ncHAE
chr3:2137726-2138157	0.0157036425134569	0.955727571830527	3.03184275482364	0.803033720627029	431	0.9761905	0.1228	4	0.0021	6	0	NA	0.9998304	0.004269333	CNTN4	-142571	ncHAE
chr3:21801561-21801901	0.00418581708015342	1	3.69641409270806	0.861587796483945	340	0.99206349	0.0725	3	0.0019975	2	0	NA	0.999996	0.0003419759	ZNF385D	-8804	ncHAE
chr3:2310785-2311084	0.0515502850529289	1	3.07246160537661	1.59247759849423e-14	299	0.99206349	0.4752	1	0.003	3	0	NA	0.9999768	0.002779775	CNTN4	30422	ncHAE
chr3:23150167-23150467	0.0449219839034254	0.0295847939487094	2.75603178074204	2.72252859555891	300	0.968254	0.0515	3	0	0	1	NA	0.9987603	0.03240912	UBE2E2	-94467	ncHAE
chr3:2417275-2417575	0.0119685234792859	0.535884964936919	3.53559557739182	1.23776259256611	300	0.99206349	0.1502	3	0.0027	2	0	NA	0.9997168	0.009174764	CNTN4	136912	ncHAE
chr3:25495479-25495778	0.299471077434058	0.964187105604706	1.22012763892142	0.766737582643067	299	0.769841	0.3171	1	0.0032	3	0	NA	0.9778392	0.2514433	RARB	25827	ncHAE
chr3:25650924-25651224	0.274021938318371	1	1.92381054800258	1.951903771421e-14	300	0.99206349	0	0	8e-04	1	0	NA	0.9959189	0.08065876	TOP2B	54916	ncHAE
chr3:2681578-2681878	0.33940856783016	1	1.66665224501804	1.75822787042316e-14	300	0.99206349	0.0441	3	0.002	1	0	NA	0.9940735	0.1013587	CNTN4	401215	ncHAE
chr3:26975601-26975901	0.594158936490489	0.0151836364247786	0.721429359708652	3.02079379181996	300	0.99206349	0.0515	1	7e-04	2	0	NA	0.7958025	0.7013708	LRRC3B	311454	ncHAE
chr3:2783366-2783665	0.000507977050672515	0.00486050856924702	4.95694142475726	3.17339410736346	299	0.984127	0.2063	1	0.0028	2	0	NA	0.9998443	0.003806631	IL5RA	368542	ncHAE
chr3:27951845-27952144	0.30097526337556	1	1.92817464115174	0.724429333578374	299	0.984127	0.4018	1	0.0024	1	0	NA	0.9998918	0.01145289	EOMES	-188006	ncHAE
chr3:28307265-28307564	0.0805611707386086	0.517836578437624	1.02365363215238	0.835971770696186	299	0.99206349	0.015	1	0.0016	1	0	NA	0.9992863	0.1038857	CMC1	24329	ncHAE
chr3:29250849-29251149	0.725856742236746	0.511261669093268	1.10292076275169	1.33363855143489	300	0.9761905	0.0559	1	0.0078	1	0	NA	0.9977095	0.08982054	RBMS3	-71838	ncHAE
chr3:34354185-34354484	0.388154350510894	1	1.76356821667414	0.0154602049077357	299	0.9761905	0.02725	2	6e-04	3	0	NA	0.9990794	0.0593153	PDCD6IP	514269	ncHAE
chr3:34553595-34553895	0.399554049878435	0.343029053566306	1.63344028813271	1.07099493664379	300	0.99206349	0.242	1	0.0072	2	0	NA	0.9927533	0.1503958	PDCD6IP	713679	ncHAE
chr3:35807982-35808302	0.449922140431336	1	1.47066711442577	3.20355835124192e-14	320	0.984127	0	0	0.003	4	0	NA	0.9953465	0.1267644	ARPP21	126264	ncHAE
chr3:3653609-3653909	0.0365153123745547	0.0106523079286479	2.92771380271922	3.21091194203369	300	0.9761905	0	0	0.0012	2	0	NA	0.9848279	0.1332694	LRRN1	-187362	ncHAE
chr3:4774690-4774989	0.0154047442361354	0.711189245038976	3.46904143677876	1.29596042076949	299	0.9206349	0	0	0.0039	2	0	NA	0.9999812	0.001192513	ITPR1	239808	ncHAE
chr3:4790295-4790594	0.0233831263714541	0.579112264918105	3.11168234394628	0.76053392125593	299	0.9761905	0	0	0.002	5	0	NA	0.9999995	0.0001394216	BHLHE40	-230356	ncHAE
chr3:50824988-50825447	0.132023033288428	1	1.31324010342263	1.36456674730725e-14	459	0.984127	0.0673	3	0.0048	2	2	NA	0.9797517	0.1896179	DOCK3	112546	ncHAE
chr3:5313930-5314229	0.061826502144303	0.991187256188051	2.57622973152789	0.778852664620568	299	0.984127	0	0	0.0017	2	0	NA	0.9999672	0.002596302	EDEM1	84722	ncHAE
chr3:54383353-54383652	0.329431832250314	0.408570004689422	1.90663692396179	1.38354758561089	299	0.880952	0	0	0.0038	1	0	NA	0.9845695	0.2084479	CACNA2D3	226810	ncHAE
chr3:5467905-5468205	0.000260555518943217	0.384268370549402	4.94619443138484	1.62438814249106	300	0.984127	0.1252	1	0.001	3	0	NA	0.999998	0.0001100409	EDEM1	238697	ncHAE
chr3:54834460-54834760	0.016862794184194	1	1.79588038070087	0.27101032351394	300	0.9761905	0.0198	3	0.004	1	0	NA	0.9985992	0.04640236	LRTM1	127491	ncHAE
chr3:55292482-55292781	0.10990046693993	0.927829554409204	2.46547761892172	0.751157186712118	299	0.984127	0.09026	1	0.0032	2	0	NA	0.9999886	0.002193988	WNT5A	231341	ncHAE
chr3:55613457-55613807	0.395797085133986	1	1.66780777208837	2.10365481943807e-14	350	0.952381	0.19	2	0	0	0	NA	0.9999843	0.004674826	WNT5A	-89659	ncHAE
chr3:563102-563402	0.00775387803254612	0.898993385533285	2.85691486434428	1.00974375697924	300	0.99206349	0.4197	3	0.002	3	0	NA	0.999416	0.01553274	CHL1	324973	ncHAE
chr3:58810217-58810517	0.118032055411536	1	2.28397103686551	0.402561912276765	300	0.968254	0.0126	1	0.0017	2	0	NA	0.9999487	0.004957329	FAM3D	-157792	ncHAE
chr3:59296995-59297295	0.1509407289843	1	2.38943553914075	0.0718910338303968	300	0.99206349	0.0349	1	0.0033	4	0	NA	0.9995124	0.02662009	FAM3D	-644570	ncHAE
chr3:59372964-59373353	0.622447910475006	1	1.31753270782525	0.380288294425172	389	0.9761905	0.3048	2	0.0012	5	0	NA	0.9618642	0.2672502	FAM3D	-720584	ncHAE
chr3:59421904-59422203	0.105881151045402	1	2.36593543375619	1.45138831558381e-14	299	0.952381	0.0427	1	0.0034	4	0	NA	0.9947706	0.07510862	FAM3D	-769479	ncHAE
chr3:59426339-59426638	0.237697771843954	1	1.88989681766919	3.7100456021405e-14	299	0.9444444	0	0	0.0076	3	0	NA	0.9994534	0.02852738	FAM3D	-773914	ncHAE
chr3:59543973-59544367	0.197969890805134	1	2.0008722652207	0.801424100551468	394	0.99206349	0	0	0.0012	3	0	NA	0.9981837	0.03141377	FAM3D	-891595	ncHAE
chr3:59577690-59577989	0.212117055497637	1	1.88253308197933	0.314865340609048	299	0.99206349	0	0	0.0045	2	0	NA	0.9892765	0.1365628	FAM3D	-925265	ncHAE
chr3:60291328-60291628	0.0857772946990056	1	2.35945156874081	0.426454051594061	300	0.99206349	0.0527	4	0.0012	3	0	NA	0.9992785	0.02381953	FHIT	945655	ncHAE
chr3:60318584-60318884	0.296844186349465	1	1.60532259413726	0.0284109176043702	300	0.984127	0	0	0.0012	3	0	NA	0.9999791	0.005573431	FHIT	918399	ncHAE
chr3:60332840-60333140	0.284123462935066	1	1.96198848559147	3.04490821213406e-14	300	0.99206349	0	0	0.002	3	0	NA	0.99952	0.04164105	FHIT	904143	ncHAE
chr3:60355812-60356111	0.00186766854928777	1	4.22458513036773	0.398180241112785	299	0.99206349	0.0343	3	0.003594	1	0	NA	0.9996243	0.008832697	FHIT	881171	ncHAE
chr3:60368536-60368835	0.000885248033619779	1	4.54208416686603	0.924561828156327	299	0.99206349	0.3306	2	0.006	3	0	NA	0.9999954	0.0002617035	FHIT	868447	ncHAE
chr3:60544671-60544971	0.0644491058188938	1	1.66229238677218	1.16066894398514	300	0.99206349	0.10043	2	0.0012	5	0	NA	0.9964832	0.07832681	FHIT	692312	ncHAE
chr3:6061922-6062222	0.264903273417581	0.449746759652058	1.48252261060865	1.45945558445814	300	0.952381	0.026	1	0.0011	6	0	NA	0.9299928	0.4090885	EDEM1	832714	ncHAE
chr3:60925762-60926062	0.108698250350654	1	2.32482990915069	0.279132762574779	300	0.99206349	0	0	0.0011	4	0	NA	0.9999443	0.005234521	FHIT	311221	ncHAE
chr3:609519-609819	0.323734294907521	0.914770446053583	1.60078836563443	1.07838687751661	300	0.984127	0.0988	1	0.0024	5	1	NA	0.9993678	0.03115022	CHL1	371390	ncHAE
chr3:60975392-60975691	0.00827972212142458	0.0113654410950341	2.92091045505425	3.15840132305766	299	0.984127	0.015	1	0.0016	2	0	NA	0.9985185	0.0357155	FHIT	261591	ncHAE
chr3:61205852-61206151	0.215789455409415	0.238267007597319	1.70609933490987	1.24150580857918	299	0.99206349	0.1126	1	0.0096	1	0	NA	0.9884855	0.2568544	FHIT	31131	ncHAE
chr3:61445386-61445685	0.0892741153382729	1	2.60094096282052	3.83008486541218e-14	299	0.9761905	0.27335	2	0.0021	6	0	NA	0.9995167	0.01837225	PTPRG	-102049	ncHAE
chr3:615785-616085	0.0189793630254843	0.598589835710994	3.18685865055205	1.4345063436026	300	0.9444444	0.2013	2	8e-04	1	0	NA	0.9990904	0.01637251	CHL1	377656	ncHAE
chr3:64190704-64191003	0.000507597394565851	1	5.11697206036933	0.510242484666154	299	0.99206349	0.1403	6	0.0026	3	0	NA	0.9999997	3.58949e-05	PRICKLE2	20277	ncHAE
chr3:64525348-64525648	0.087630802197063	0.629330309606904	2.58848503521485	1.25359003158474	300	0.619048	0.1348	1	0.0032	5	0	NA	0.9918974	0.0931832	ADAMTS9	148178	ncHAE
chr3:64575628-64575927	0.107799500277797	1	2.29687414162501	0.552996447055898	299	0.99206349	0.34415	2	0.0018	3	0	NA	0.9999962	0.001293958	ADAMTS9	97898	ncHAE
chr3:64661026-64661325	0.172328017490253	1	2.31635223570001	2.31662165410222e-14	299	0.99206349	0.1216	1	0.0016	1	0	NA	0.9538098	0.2866045	ADAMTS9	12500	ncHAE
chr3:67750147-67750446	0.0723429085523298	0.93082242936646	1.95964793826138	0.486608117092382	299	0.9761905	0	0	0.0037	2	0	NA	0.9955597	0.1186884	SUCLG2	-45263	ncHAE
chr3:67948154-67948696	0.324907235155329	1	1.71137909215449	0.248237486287079	542	0.984127	0.02595	2	0.001	4	1	NA	0.9999725	0.002068109	FAM19A1	-104934	ncHAE
chr3:68113495-68113878	0.318668375355758	1	1.48771001866833	2.30558362087043e-14	383	0.99206349	0.1683	5	0.0011	2	0	NA	0.9999168	0.01026779	FAM19A1	60328	ncHAE
chr3:68193085-68193385	0.123152732380583	1	2.33374032177914	9.76933255904725e-15	300	0.99206349	0.0343	1	0.0028	3	0	NA	0.999213	0.0241936	FAM19A1	139876	ncHAE
chr3:68683183-68683507	0.444414415153848	1	1.60702627159511	1.82153285887173e-14	324	0.99206349	0	0	8e-04	4	0	NA	0.9602441	0.2694514	FAM19A4	298416	ncHAE
chr3:68971671-68971970	0.110104413680244	0.733914123191106	2.27725681168753	1.18825374151335	299	0.99206349	0.1834	2	0.0066	1	0	NA	0.9985733	0.03342878	FAM19A4	9940	ncHAE
chr3:6906949-6907248	2.12326809968522e-05	0.418035981699549	5.17316412823186	1.22773985156307	299	0.968254	0.22065	4	0.0026	1	0	NA	0.9999956	0.0001465495	GRM7	4297	ncHAE
chr3:69280857-69281157	7.32664270555183e-05	1	5.77603137477832	0.69784023596519	300	0.611111	0.0371	3	5e-04	4	0	NA	1	7.763549e-07	LMOD3	-109290	ncHAE
chr3:69628499-69628798	0.408914682289964	1	2.35476159756867	0.529710278127342	299	0.968254	0.1937	1	0.0016	3	0	NA	0.8580146	0.6252975	MITF	-159937	ncHAE
chr3:70019877-70020176	0.213017378067853	0.465611325114399	2.10556226912352	1.33708814269335	299	0.9761905	0	0	7e-04	2	0	NA	0.9997985	0.01680726	MITF	231441	ncHAE
chr3:70046736-70047412	0.483064078398589	1	1.17534641767509	2.86867364195487e-14	676	0.9365079	0.019	1	0.0021	6	0	NA	0.9990797	0.03690893	MITF	258488	ncHAE
chr3:70055066-70055365	0.733003154351609	1	0.905277642868706	0.510373121358202	299	0.99206349	0	0	0.0018	3	0	NA	0.9938869	0.2159264	MITF	266630	ncHAE
chr3:70299668-70300025	1	1	0.899455409450229	0.402646172997368	357	0.984127	0.0651	1	0.0012	1	0	NA	0.9875831	0.2774625	MITF	511261	ncHAE
chr3:70351751-70352050	0.0492653668367949	0.686575194200449	2.07804991025418	0.509117112037227	299	0.99206349	0.03345	4	0.0051	2	0	NA	0.9987096	0.04418212	MITF	563315	ncHAE
chr3:70554875-70555424	0.3834750217323	1	0.924870365365397	0.022748359482141	549	0.984127	0.4149	1	0.0028	5	0	NA	0.9977135	0.08974227	FOXP1	624838	ncHAE
chr3:70644650-70645023	0.0940864671934544	1	2.25471307810049	1.03318433128487	373	0.99206349	0	0	8e-04	5	0	NA	0.9998315	0.00698972	FOXP1	535151	ncHAE
chr3:70655253-70655552	0.270801608407819	1	1.55872949624196	0.379738568041035	299	0.865079	0.09864	1	0.0023	2	0	NA	0.9982652	0.05524697	FOXP1	524585	ncHAE
chr3:70669040-70669617	0.394967536466709	1	1.39236143042426	0.432687392363851	577	0.99206349	0.1412	2	0.0032	12	0	NA	0.9721279	0.1882336	FOXP1	510659	ncHAE
chr3:70778755-70779161	0.445680378968768	1	1.54162852674109	3.43951718709e-14	406	0.896825	0.09855	4	6e-04	1	0	NA	0.9999725	0.005965354	FOXP1	401030	ncHAE
chr3:71441834-71442133	0.158891946955715	0.463547196527139	1.97797863851206	1.08771062213525	299	0.984127	0.4832	1	4e-04	1	0	NA	0.990737	0.1659723	FOXP1	-261996	ncHAE
chr3:73768731-73769030	0.0238099667746631	1	3.5488567983329	3.25433591104653e-14	299	0.761905	0.02835	4	0.0017	4	0	NA	0.999978	0.002049729	PDZRN3	-94790	ncHAE
chr3:75178178-75178477	0.074941396371567	1	2.0594782451375	0.378719820962869	299	0.99206349	0.0409	3	0	0	0	NA	0.9999294	0.006124418	FRG2C	-535153	ncHAE
chr3:76414538-76414978	0.0714508286037773	1	2.17017044846981	0.274970369037351	440	0.9285714	0.0146	1	8e-04	3	0	NA	0.99906	0.01645905	ROBO2	458912	ncHAE
chr3:76530223-76530523	0.0242833271879486	0.257001425308424	2.86828013046186	1.92200699105437	300	0.99206349	0	0	0.0024	4	0	NA	0.9925076	0.07594606	ROBO2	574527	ncHAE
chr3:76596942-76597249	0.293276725840667	1	1.80022045813011	0.0695097086261834	307	0.9761905	0	0	0.0014	1	0	NA	0.9997648	0.01847767	ROBO2	641250	ncHAE
chr3:77036141-77036479	0.119478491269962	1	1.516256449283	0.779726592386674	338	0.9761905	0.0559	1	0	0	0	NA	0.9953104	0.08971442	ROBO2	1080464	ncHAE
chr3:77220035-77220456	0.49963764734789	1	1.47994439096389	0.321966994220859	421	0.984127	0.1865	1	0.0016	4	0	NA	0.9940896	0.08023611	ROBO2	1264400	ncHAE
chr3:79137021-79137321	0.25479673695154	1	1.43631235366087	0.216898978611618	300	0.99206349	0.1287	2	0.0043975	4	1	NA	0.9994918	0.04296474	ROBO1	679794	ncHAE
chr3:79448698-79448998	0.239146510656147	1	1.54544234780381	0.487480587101264	300	0.99206349	0	0	0.0018	1	0	NA	0.9538787	0.3422239	ROBO1	368117	ncHAE
chr3:79490866-79491165	0.00349930620504757	1	3.79452283110013	1.57225227367295e-14	299	0.99206349	0.0633	1	0	0	0	NA	0.9999866	0.0009563828	ROBO1	325949	ncHAE
chr3:79860131-79860431	0.0174874150045358	0.352849760904446	3.12370477652266	1.71263663721807	300	0.99206349	0	0	7e-04	4	0	NA	0.9966161	0.05472903	ROBO1	-43316	ncHAE
chr3:79896573-79896872	0.607533694689388	1	1.39532262073405	1.03296838367973	299	0.99206349	0	0	0.0022	1	0	NA	0.9704932	0.2887951	ROBO1	-79758	ncHAE
chr3:80214924-80215223	0.00123668294708035	1	5.07067782248335	0.442831937384918	299	0.99206349	0	0	0.0018	5	0	NA	0.9999977	0.0002702875	ROBO1	-398109	ncHAE
chr3:81210954-81211253	0.26618455392385	1	1.94626491515513	2.08154111981177e-14	299	0.9761905	0.0228	3	0.0022	4	0	NA	0.9870587	0.1944239	GBE1	600208	ncHAE
chr3:81389418-81389718	0.199458082597942	1	2.03750950409732	1.3278261563923e-14	300	0.99206349	0.0373	4	0	0	0	NA	0.9994729	0.01943948	GBE1	421744	ncHAE
chr3:817504-817803	0.423607975371798	0.895826649156669	1.60265608466862	1.085252093217	299	0.984127	0.0601	2	0.0022	3	0	NA	0.9931694	0.1113883	CNTN6	-316606	ncHAE
chr3:81893662-81894510	0.374095287494047	1	1.42030031635699	0.34879428624643	848	0.99206349	0.26805	2	0.0014	3	1	NA	0.9906429	0.08390384	GBE1	-82774	ncHAE
chr3:82051824-82052446	1	1	0.734915309023612	6.51849325580206e-14	622	0.952381	0.0292	1	0.0034	5	0	NA	0.9927087	0.115616	GBE1	-240823	ncHAE
chr3:82106954-82107253	0.0508550714315452	1	2.69775961848936	0.183351218144365	299	0.99206349	0.1102	1	0	0	0	NA	0.9999966	0.000657543	GBE1	-295792	ncHAE
chr3:82465859-82466217	0.586450327757417	1	1.41442591317719	3.25901388711938e-14	358	0.968254	0.04034	1	4e-04	2	0	NA	0.9996444	0.0227795	GBE1	-654726	ncHAE
chr3:82842753-82843097	0.0402779402416409	1	2.74623674013946	0.325359578446067	344	0.99206349	0.0994	1	8e-04	1	0	NA	0.9996606	0.01025835	GBE1	-1031613	ncHAE
chr3:85382559-85382859	0.248973581893952	1	1.89033761617607	0.396837654804237	300	0.984127	0	0	9e-04	4	0	NA	0.9960807	0.07974692	CADM2	-392923	ncHAE
chr3:85515187-85515579	0.200713922975989	1	1.40371598362141	0.422014266883002	392	0.99206349	0.1342	1	0.0014	1	1	NA	0.9975831	0.08611676	CADM2	-260249	ncHAE
chr3:85563710-85564010	0.0136899359413333	1	3.49644564089836	0.349996622436671	300	0.99206349	0.1252	3	0.0028	3	1	NA	0.9995679	0.01583151	CADM2	-211772	ncHAE
chr3:85758555-85759040	0.914792686983585	1	1.03720578781761	1.38543069931293e-14	485	0.99206349	0	0	0.0025	2	0	NA	0.9780649	0.1951597	CADM2	-16834	ncHAE
chr3:85875741-85876041	0.000946246030450903	1	4.17843361484317	0.631157549076486	300	0.984127	0.05315	2	0	0	0	NA	0.9999989	0.0001216753	CADM2	100259	ncHAE
chr3:86683571-86683906	0.453075683803858	1	1.52420696781119	0.253513666541858	335	0.984127	0	0	0.001	1	0	NA	0.9966938	0.1060946	VGLL3	356518	ncHAE
chr3:86782800-86783100	0.0168221359001758	0.0143278703789815	3.67221524774879	2.50593208522181	300	0.9761905	0.14545	4	8e-04	1	0	NA	0.9997729	0.008116486	VGLL3	257307	ncHAE
