chromosome	pval.human	pval.chimp	zeta.human	zeta.chimp	size	Specificity	maf_common	S_common	maf_rare	S_rare	eQTLs	PhastCons	PP_con	PP_acc	gene	dTSS	type
chr17:47785206-47785755	0.567944445656675	1	1.39212422311372	1.76316746128679e-14	549	0.309524	0	0	6e-04	12	0	0.006	0.9842693	0.1381011	SLC35B1	-164	DHS
chr17:47843306-47843610	1	1	2.57105939265579e-14	0.584656952928048	304	0.9603175	0	0	0.0036	2	0	NA	0.6043371	1	KAT7	-22459	DHS
chr17:47865766-47866115	1	1	1.96461294856513e-14	0.40002401255354	349	0.206349	0	0	0.0027	2	0	0.8	0.6635482	1	KAT7	24	DHS
chr17:47866421-47866735	1	1	2.85173121682269e-14	2.91795659084254e-14	314	0	0.0629	2	0.0026	5	0	0.466	0.7680467	1	KAT7	661	DHS
chr17:47945781-47946095	1	0.663364767882616	3.41536331265493e-14	0.968142494401043	314	0.9761905	0.2534	2	0.0014	1	0	NA	0.4950188	1	TAC4	-20559	DHS
chr17:4797466-4797775	1	0.831934169952811	0.559643792239467	0.753471009029221	309	0.968254	0.23	1	0.0028	4	1	NA	0.7604123	0.8378138	CHRNE	8748	DHS
chr17:48075406-48075890	1	1	0.285485135760557	0.325403917363508	484	0.9444444	0.0357	1	4e-04	3	0	0	0.633939	0.9016958	DLX3	-3060	DHS
chr17:48104261-48105295	0.0416898857391776	1	1.1591990520696	0.545365497810892	1034	0.00793699999999997	0.0302	7	8e-04	9	0	0	0.9424352	0.2191371	ITGA3	-29026	DHS
chr17:4812401-4812695	0.604219962686211	0.395541018279254	1.4725292434966	1.41774218478303	294	0.00793699999999997	0.05115	4	0.0046	1	2	NA	0.8392841	0.576302	CHRNE	-6179	DHS
chr17:48164726-48165095	1	1	2.52033455225654e-14	0.774790603879444	369	0.865079	0.0124	3	0.0019	4	1	0	0.3704917	1	PDK2	-7728	DHS
chr17:48217341-48217735	1	1	0.485565311828782	0.347772469393849	394	0	0	0	0.001	3	0	0.336	0.9209606	0.6793436	PPP1R9B	10339	DHS
chr17:4836686-4836995	1	0.0460397911424035	2.3002057344346e-14	2.72947823197075	309	0.9761905	0.0891	1	6e-04	2	1	NA	0.2039603	1	GP1BA	1249	DHS
chr17:48374741-48375030	0.998871621018033	1	0.489639275565982	0.520659915482505	289	0.015873	0	0	0.001	2	0	0	0.7491049	0.8468664	TMEM92	26119	DHS
chr17:48439246-48440050	1	1	0.541943661497344	0.327016275788089	804	0.055556	0.0176	9	0.0016	7	2	0	0.3343815	0.9294675	MRPL27	10927	DHS
chr17:48456486-48456790	1	0.950051712069912	1.22334730055788e-14	1.08092267236707	304	0.968254	0.0244	1	6e-04	1	0	NA	0.3650487	1	EME1	6057	DHS
chr17:48473621-48475050	0.343880224352771	1	1.29148801950239	0.690392888776414	1429	0.428571	0.0246	8	0.0019	16	1	0.001	0.9318614	0.2079239	LRRC59	578	DHS
chr17:48537466-48537775	0.677659902821176	0.882732697819587	0.958913886869784	1.12265126496382	309	0.9761905	0	0	0.0014	1	0	NA	0.9114892	0.5408701	CHAD	8706	DHS
chr17:48559901-48560175	1	1	0.503251538617308	6.77855470137438e-14	274	0.015873	0	0	0.0028	2	0	0.012	0.7545625	0.8479107	RSAD1	3877	DHS
chr17:48624066-48624595	0.270735632351222	1	1.50507611403266	1.4872942254255e-14	529	0.9603175	0.1883	2	0.0011	4	1	0	0.9017763	0.3755013	SPATA20	-119	DHS
chr17:48759906-48760215	1	0.644712244628353	2.83648439007327e-14	1.4017447139986	309	0.9761905	0.0507	1	0.0013	2	0	NA	0.429652	1	ANKRD40	25224	DHS
chr17:48796461-48797610	0.913308067514291	1	0.993595378226197	0.871444381233444	1149	0.722222	0.0525	4	0.0014	6	1	0.002	0.6184976	0.6994262	LUC7L3	131	DHS
chr17:48860526-48860970	1	1	0.434328435719053	0.591251603598331	444	0	0.028865	2	0.0016	3	2	0	0.4757954	0.9448429	WFIKKN2	-52023	DHS
chr17:48918386-48919530	0.66975742695188	1	1.13498596297514	0.488551069932695	1144	0.9285714	0.0144	5	0.0022	9	1	0	0.8510437	0.3891633	WFIKKN2	6187	DHS
chr17:48944786-48945475	1	0.52806902180801	1.58687195628935e-14	1.27516158952125	689	0.00793699999999997	0	0	0.0048	4	0	0.008	0.1779087	1	TOB1	-1425	DHS
chr17:49033926-49034450	0.028505334186709	0.568518293717272	2.57072971396911	0.710004448900079	524	0.9365079	0.0102	1	0.0064	2	0	0	0.9999606	0.00119331	TOB1	-90482	DHS
chr17:49199126-49199470	1	1	0.384847599955803	0.322443755002679	344	0.015873	0	0	0.0022	2	0	0.001	0.7034745	0.8703698	SPAG9	-1072	DHS
chr17:49430746-49431055	0.681689677174955	0.98871658443274	1.33864351066996	1.06748019324868	309	0.9761905	0.0549	3	0.0016	1	2	NA	0.9243582	0.4236825	UTP18	93012	DHS
chr17:49520406-49520715	1	1	4.07496477801116e-14	0.680557966029395	309	0.9761905	0	0	0.003	6	0	NA	0.4048039	1	UTP18	182672	DHS
chr17:5015101-5015370	1	8.00065025929886e-06	0.893022827489622	6.74779987773149	269	0	0.0187	4	0.0071	2	1	NA	0.5063551	0.892914	USP6	-4497	DHS
chr17:50377121-50377435	1	0.288072022677283	0.439784959597089	1.13541592744511	314	0.968254	0.0891	1	0.0011	2	0	NA	0.8021021	0.8100385	CA10	-141191	DHS
chr17:51900986-51901295	1	1	0.778139831068498	2.36011496853003e-14	309	0.968254	0.13865	2	0.0045	2	0	NA	0.9980338	0.1423929	KIF2B	902	DHS
chr17:51946061-51946375	1	1	0.418604620758901	0.567660627783594	314	0.9761905	0.2119	3	0.0016	1	0	NA	0.3944937	0.9620353	KIF2B	45979	DHS
chr17:5322966-5323975	1	1	0.452207307071854	0.454419839361075	1009	0.015873	0.4282	6	8e-04	9	6	NA	0.1451201	0.9740681	NUP88	9	DHS
chr17:53315721-53315995	1	0.241713630513006	1.0803580113552e-14	1.13635968668926	274	0.00793699999999997	0.0621	3	0.0025	4	0	0.9355	0.5404585	1	HLF	-26515	DHS
chr17:54123506-54123815	0.904820423048328	1	0.937627822205906	0.465010964896492	309	0.968254	0	0	6e-04	5	0	NA	0.984504	0.2987884	PCTP	295321	DHS
chr17:54233721-54234035	1	1	0.414096382315673	0.321778478196199	314	0.968254	0	0	0.002	1	0	NA	0.5191789	1	PCTP	405538	DHS
chr17:54326041-54326355	0.0955154187789642	0.587386683917283	2.38199115581581	1.2250278442867	314	0.968254	0	0	0.001	3	0	NA	0.9994429	0.01933598	NOG	-344862	DHS
chr17:54717026-54717335	1	1	0.419315939771547	0.407456647253298	309	0.9761905	0.0521	1	0.0016	1	0	NA	0.7908944	0.8226775	NOG	46121	DHS
chr17:54793201-54793730	1	0.699642529940656	0.341049445757796	0.487911776285889	529	0.246032	0.015	4	0.0041	4	0	0	0.7030951	0.8699013	C17orf67	117791	DHS
chr17:54849466-54849775	0.456027171056377	0.998871621018033	1.61420686289703	2.95340432876976e-14	309	0.968254	0.0809	1	0.0013	4	0	NA	0.9528644	0.3457341	C17orf67	61636	DHS
chr17:54897081-54897475	0.453155145788361	0.977948839843496	1.17812305931347	0.884808034332332	394	0.0317460000000001	0.1653	1	0.0019	2	1	0	0.8859066	0.5051902	C17orf67	13979	DHS
chr17:55038301-55038555	1	1	0.625405430050641	0.441445223665831	254	0.00793699999999997	0.4988	1	0.0044	2	1	0.031	0.772318	0.8296802	COIL	-13	DHS
chr17:55060346-55060655	0.151500839951679	0.753327620670731	1.14133720552769	1.04701757104942	309	0.968254	0	0	0.0018	5	0	NA	0.9366762	0.4780689	SCPEP1	5035	DHS
chr17:55320506-55321215	1	1	0.393831040491713	0.400947548773677	709	0.02381	0.0579	1	0.0014	7	1	0	0.465666	0.9064143	MSI2	-13034	DHS
chr17:55346346-55346655	1	1	0.769494241621288	0.710698671146432	309	0.968254	0	0	0.0017	4	0	NA	0.652599	0.818686	MSI2	12606	DHS
chr17:55386006-55386315	0.997743244805947	0.525677588697226	0.776219722800866	1.53851792658218	309	0.968254	0	0	0.0019	8	0	NA	0.745662	0.7522879	MSI2	52266	DHS
chr17:55413546-55413850	1	0.622963714644902	1.57883295697386e-14	0.802315119583962	304	0.968254	0.0117	2	0.0026	1	0	NA	0.5944408	1	MSI2	79803	DHS
chr17:55614446-55614755	1	1	0.473077138995289	0.657321096514906	309	0.968254	0.03515	4	0.0026	2	0	NA	0.8366298	0.7814264	ENSG00000166329	208072	DHS
chr17:55667006-55667315	1	1	0.958674320173685	1.55400638519757e-14	309	0.9761905	0.0629	1	0.0034	3	0	NA	0.935253	0.4859817	ENSG00000166329	155512	DHS
chr17:55717841-55718155	1	1	0.371357414892278	0.776301777817886	314	0.9761905	0.2604	1	6e-04	3	0	NA	0.6175618	0.9079382	ENSG00000166329	104675	DHS
chr17:55746606-55746915	1	1	3.16105649693433e-14	0.353727241273509	309	0.9761905	0.0292	1	6e-04	2	0	NA	0.2467361	1	ENSG00000166329	75912	DHS
chr17:55804146-55804450	1	0.709213301565318	0.878967588377182	0.739858978380182	304	0.9761905	0	0	0.0084	3	0	NA	0.9356315	0.4871486	ENSG00000166329	18375	DHS
chr17:55824901-55825210	0.761258248489803	1	1.30663676316372	0.858971269314316	309	0.02381	0.242	2	0.0024	1	0	0	0.9882781	0.1831251	ENSG00000166329	-2383	DHS
chr17:55852201-55852510	1	1	1.48124521027336e-14	1.46225609083894e-14	309	0.9761905	0.2488	1	8e-04	4	0	NA	0.2697226	1	ENSG00000166329	-29683	DHS
chr17:55935341-55935990	1	0.908290176487283	0.169988395642409	1.18215211195596	649	0.015873	0.1552	3	0.0024	4	3	0.002	0.2961178	0.977643	MRPS23	-8249	DHS
chr17:55969901-55971030	1	0.315496263208984	0.771708861156994	0.697247090663058	1129	0.02381	0.0639	5	0.0021	10	3	0.008	0.849188	0.4394403	MRPS23	-43049	DHS
chr17:56072821-56073155	1	1	2.05621704736054e-14	1.77693574328862e-14	334	0.015873	0.0323	2	0.0024	3	0	0	0.4336452	1	VEZF1	-7475	DHS
chr17:56084541-56084810	0.215302013786427	1	1.21470176214702	0.0399218268586362	269	0.00793699999999997	0	0	0.002	3	0	0.989	0.9998125	0.03375559	SRSF1	31	DHS
chr17:56191446-56191755	1	0.608675615372365	1.99771735183168e-14	0.794134283097291	309	0.968254	0.3694	1	0.0022	3	0	NA	0.5771479	1	DYNLL2	30825	DHS
chr17:56283226-56283535	1	0.239619683014653	0.390834417014493	1.5848285595762	309	0.9761905	0.0736	2	0.0028	5	0	NA	0.803041	0.8092714	EPX	13283	DHS
chr17:56386966-56387270	1	1	0.416296739214076	0.370375033565721	304	0.9761905	0	0	0	0	0	NA	0.5012638	0.9402994	BZRAP1	18327	DHS
chr17:56433046-56433355	1	1	0.422579413332499	0.355077939343763	309	0.968254	0.0106	1	9e-04	4	0	NA	0.824464	0.7917866	SUPT4H1	-3638	DHS
chr17:56483106-56483410	1	1	2.09202775784834e-14	2.32005049431204e-14	304	0.968254	0.3658	1	0.0022	3	1	NA	0.2578235	1	RNF43	11636	DHS
chr17:56494706-56495235	1	1	0.675703785964076	0.383865793625781	529	0.9761905	0	0	0.006	3	0	0.998	0.9228731	0.4332092	RNF43	-77	DHS
chr17:56563906-56564215	1	1	0.549746448749953	1.13266167139193e-14	309	0.9761905	0	0	0.0058	2	0	NA	0.906603	0.6955292	HSF5	1684	DHS
chr17:56571786-56572095	1	1	0.86294329657967	2.64646139011009e-14	309	0.9761905	0.2728	3	8e-04	1	3	NA	0.894311	0.5780617	HSF5	-6196	DHS
chr17:56595986-56596270	1	1	0.0487222317067329	0.394093239758876	284	0.015873	0	0	8e-04	1	0	0	0.3925556	1	MTMR4	-862	DHS
chr17:56645461-56645770	1	1	2.10117145746687e-14	0.459757253398594	309	0.984127	0	0	0.0069	2	0	NA	0.6588123	1	SEPT4	-27437	DHS
chr17:56700106-56700410	1	1	2.0499894521674e-14	0.888535597507973	304	0.9761905	0	0	0.0037	4	0	NA	0.6714052	1	TEX14	69126	DHS
chr17:56769826-56770515	0.998871621018033	1	0.39562975693592	0.714209902773834	689	0.00793699999999997	0.1583	3	7e-04	8	2	0	0.1647052	0.9827115	RAD51C	237	DHS
chr17:5707741-5708050	1	1	0.47497402223173	0.814207812883595	309	0.968254	0	0	0.0022	3	0	NA	0.6878645	0.8781742	NLRP1	-220619	DHS
chr17:57235161-57235470	1	1	2.19663636113058e-14	0.485522463236338	309	0.968254	0	0	4e-04	1	0	NA	0.5821787	1	PRR11	2456	DHS
chr17:57270781-57271090	0.937462003515006	1	0.806444373750003	0.411760854895404	309	0.968254	0	0	0	0	0	NA	0.9440583	0.4672334	SMG8	-15825	DHS
chr17:57287241-57287855	0.970452698930587	0.953284033166833	0.599952061944728	0.39838219442799	614	0.015873	0.3359	1	6e-04	6	1	0.861	0.8147224	0.613325	SMG8	787	DHS
chr17:57432086-57432395	1	1	4.29054986998997e-14	1.13470384403789	309	0.968254	0.0674	4	0.0026	4	0	NA	0.3606024	1	YPEL2	23178	DHS
chr17:57432726-57433035	0.180910324528408	0.770006641610347	2.12171345272023	1.09556106066556	309	0.9761905	0	0	6e-04	3	0	NA	0.9648625	0.2468313	YPEL2	23818	DHS
chr17:57518141-57518450	0.0867841517556959	1	1.08694099423577	0.357495813370538	309	0.0317460000000001	0	0	4e-04	1	0	0.001	0.9602544	0.3277432	YPEL2	109233	DHS
chr17:57642761-57643035	1	1	2.07915243480767e-14	0.391195526646513	274	0	0.49	3	0.0048	3	1	0.001	0.638581	1	DHX40	12	DHS
chr17:57643106-57643655	1	1	0.511798801013945	0.40836917509566	549	0.753968	0.0168	1	0.0046	3	0	0.989	0.8949211	0.5731603	DHX40	495	DHS
chr17:57784686-57785115	1	1	0.348642920896156	0.268558789769691	429	0	0.02455	2	0.0018	3	0	0.026	0.6330456	0.8987019	VMP1	75	DHS
chr17:57830821-57831110	1	1	2.38306310202166e-14	0.388352448184034	289	0	0.0409	1	0.0076	2	0	0.002	0.6648944	1	VMP1	46140	DHS
chr17:58137221-58137535	1	1	3.08434886499403e-14	0.425263709484451	314	0.968254	0	0	4e-04	1	0	NA	0.5986908	1	CA4	-89919	DHS
chr17:58220261-58221110	0.0683718447503374	1	2.05257897287649	1.03236135115261	849	0	0.0208	3	0.003	7	1	0	0.9865495	0.05967315	CA4	-6611	DHS
chr17:58348206-58348515	1	0.234662695216863	2.97942533133683e-14	2.33756585168175	309	0.9761905	0.02745	2	0.001	3	0	NA	0.4005589	1	CA4	121064	DHS
chr17:58512926-58513610	1	1	0.995803986812911	0.183743317084676	684	0.9365079	0.1146	5	0.0032	3	2	0	0.7867793	0.5580482	USP32	-43773	DHS
chr17:58556286-58556595	1	1	1.01169258572165	0.702176912907401	309	0.9761905	0	0	0.0026	1	0	NA	0.9639775	0.3971936	APPBP2	47139	DHS
chr17:58567426-58567735	1	1	0.446320545062303	0.437283483186704	309	0.9761905	0.07805	2	0.0012	3	1	NA	0.6253468	0.9025314	APPBP2	35999	DHS
chr17:58602681-58604450	0.991708289656754	1	0.714460961487536	0.452487097230853	1769	0.880952	0.0937	7	0.0016	21	0	0.002	0.6864168	0.5986301	APPBP2	14	DHS
chr17:58678581-58678870	1	1	0.476852527084114	0.428463344269714	289	0.02381	0.0534	2	4e-04	1	0	0.004	0.917588	0.6895991	PPM1D	1182	DHS
chr17:58754646-58755275	1	1	0.360737498941186	1.08314756251404e-14	629	0.02381	0.03	1	0.0019	2	1	0.928	0.738298	0.7622692	BCAS3	-289	DHS
chr17:5881666-5881975	0.682693118555971	1	1.38801590023782	1.13767694051769e-14	309	0.9761905	0.022	1	0.0036	4	0	NA	0.9778571	0.2492581	WSCD1	-90605	DHS
chr17:58887326-58887635	0.233088953487792	1	2.09479835842999	0.380912836739294	309	0.9761905	0	0	0.0018	2	0	NA	0.9636155	0.2559465	BCAS3	132231	DHS
chr17:59050606-59050915	1	1	2.1638679028341e-14	2.52888236315905e-14	309	0.968254	0	0	0.0028	3	0	NA	0.5492871	1	BCAS3	295511	DHS
chr17:59257841-59258150	1	1	1.43504810782632e-14	0.637815631065092	309	0.9761905	0.3582	1	0.004	1	0	NA	0.4158634	1	TBX2	-219261	DHS
chr17:59295346-59295650	1	0.463453190275678	0.41442135743627	1.59966719475891	304	0.9761905	0	0	0.0039	2	0	NA	0.7960782	0.8186735	TBX2	-181759	DHS
chr17:59318301-59318610	0.97886229623	0.0748550995737868	0.741119542380801	1.79896211235587	309	0.9761905	0.07708	1	0.0026	2	0	NA	0.9457123	0.4649465	TBX2	-158801	DHS
chr17:59395786-59396095	1	1	2.77307113667161e-14	0.368473440092088	309	0.9761905	0.274	1	0.0015	2	0	NA	0.4375053	1	TBX2	-81316	DHS
chr17:59418566-59418875	1	0.316740129999425	0.412254180399517	1.4621677102872	309	0.9761905	0.3464	1	4e-04	1	0	NA	0.5334621	0.9328427	TBX2	-58536	DHS
chr17:59421886-59422195	1	0.961435019934218	2.90054158369336e-14	0.784695345401841	309	0.968254	0.0395	1	0.0037	4	0	NA	0.6614764	1	TBX2	-55216	DHS
chr17:59494201-59494555	1	0.499409985664667	0.401597045000438	0.875106810820768	354	0	0.1222	2	0.006	3	0	0	0.6255428	0.9028934	TBX2	17121	DHS
chr17:59971126-59971435	1	0.684543604430102	2.49305276244104e-14	0.770374354036307	309	0.9761905	0	0	0	0	0	NA	0.7532562	1	BRIP1	-30399	DHS
chr17:60004086-60005475	1	1	0.522503808937343	1.02868813473172	1389	0.833333	0.0406	2	0.002	10	0	0.001	0.2889576	0.9188036	INTS2	596	DHS
chr17:61045706-61046115	1	0.432212797169615	1.22716030829891e-14	0.33807514594804	409	0.9761905	0.0361	1	0.0019	2	0	0.992	0.7698471	1	TANC2	-41006	DHS
chr17:61259266-61259575	0.878844963981783	1	1.15879123653452	2.62561095205707e-14	309	0.968254	0.0645	1	0.0018	2	1	NA	0.9634958	0.3992686	TANC2	172504	DHS
chr17:61363621-61363930	1	1	0.449337758863838	2.65138446734427e-14	309	0.9761905	0.018	2	0	0	0	NA	0.8861366	0.7321521	CYB561	159769	DHS
chr17:6147606-6147915	0.0700227036428852	1	1.99197588507083	0.990035430257135	309	0.968254	0.237	2	0.0028	3	0	NA	0.9487323	0.2995507	WSCD1	175335	DHS
chr17:61484121-61484375	0.585823564849311	1	1.52367793311642	0.486273135969864	254	0.0317460000000001	0.0122	1	8e-04	1	0	0.001	0.9540879	0.3446914	CYB561	39297	DHS
chr17:61502841-61503255	1	1	0.409305412805356	0.408471850592847	414	0.015873	0	0	0.0024	3	0	0.0325	0.8037056	0.8076468	CYB561	20497	DHS
chr17:61598866-61599175	1	1	0.325157442167233	0.325525985984453	309	0.9761905	0	0	0.002	5	0	NA	0.5919858	0.9169721	KCNH6	-1743	DHS
chr17:61713201-61713510	1	1	0.419461143180767	2.57868512193517e-14	309	0.968254	0	0	0.0028	3	0	NA	0.8062257	0.8104976	MAP3K3	13554	DHS
chr17:61768506-61768815	1	0.55946579954052	1.61010367244244e-14	1.04393882603513	309	0.9761905	0	0	0.0052	5	1	NA	0.6454536	1	LIMD2	8839	DHS
chr17:61903706-61905170	1	1	0.63762127598376	0.557132809352444	1464	0.952381	0.2734	9	0.002	19	7	0	0.293849	0.9069652	PSMC5	-105	DHS
chr17:61912221-61912510	1	1	0.900552107399636	0.501919866202542	289	0.015873	0.2728	3	0.0046	3	3	0	0.9668687	0.3873704	FTSJ3	-7335	DHS
chr17:61991461-61991775	1	0.0424540486986681	0.186299711518648	4.41954245219738	314	0.968254	0.0282	1	0.0016	9	1	NA	0.1646869	0.9913363	CSHL1	-3062	DHS
chr17:62211006-62211390	1	1	0.629614838480653	0.301975240420206	384	0.02381	0.01977	1	0.0034	3	0	0.002	0.8999615	0.5670002	ERN1	-3713	DHS
chr17:62223066-62223595	1	0.266537937974756	0.900980992312638	1.56973953240288	529	0.00793699999999997	0	0	0.0014	9	1	0	0.20988	0.9823553	ERN1	-15846	DHS
chr17:62501486-62501770	1	1	0.438162394493413	0.378496049172548	284	0.02381	0.03085	2	0.0018	2	1	1	0.953925	0.6083468	DDX5	1011	DHS
chr17:62626901-62627210	1	1	1.38766509522206e-14	0.351982847527547	309	0.9761905	0.0302	3	0	0	1	NA	0.3580953	1	SMURF2	31130	DHS
chr17:62652041-62652355	0.373214420250895	1	0.818028460674015	1.19983700184479e-14	314	0.9761905	0	0	0.0024	2	0	NA	0.8642225	0.626187	SMURF2	5988	DHS
chr17:63090886-63091195	0.117578489574815	1	2.36017970947924	0.350647347631247	309	0.9761905	0.1178	1	0.0012	2	0	NA	0.9989891	0.02794915	GNA13	-38084	DHS
chr17:63290361-63290855	1	0.821325358206264	0.533805562929148	0.816728012688153	494	0.015873	0.02855	4	0.0015	4	0	0	0.73345	0.7600482	RGS9	157016	DHS
chr17:63593186-63593495	0.559408154887312	0.983038019395978	0.879430827340664	0.746295835865702	309	0.9761905	0.0296	3	0.0018	3	0	NA	0.9413581	0.472875	AXIN2	-35576	DHS
chr17:63639086-63639395	1	1	2.4718803707341e-14	1.72373665766031e-14	309	0.9761905	0.4619	1	0.0022	2	0	NA	0.6104707	0.9099831	AXIN2	-81476	DHS
chr17:63664446-63664750	1	1	0.434595684932861	2.19159780428927e-14	304	0.968254	0	0	0.002	7	0	NA	0.6624908	0.8905099	AXIN2	-106833	DHS
chr17:6389986-6390290	1	1	0.782155305740865	0.381951397697437	304	0.9761905	0.14065	2	0	0	0	NA	0.6857542	0.7991801	FAM64A	42377	DHS
chr17:64198386-64198695	0.998871621018033	1	0.466238951820141	1.95781860567323e-14	309	0.9761905	0.0613	1	0.0068	1	0	NA	0.6467489	0.8953984	CEP112	-10554	DHS
chr17:64369266-64369570	1	1	2.16849837760274e-14	1.80785326213342e-14	304	0.968254	0.018	2	6e-04	1	0	NA	0.3003928	1	PRKCA	70474	DHS
chr17:64563346-64564170	0.970560526447748	0.990627194278765	1.00256707737947	0.185906102476085	824	0.015873	0.2556	3	0.0023	6	0	0	0.6640012	0.685208	PRKCA	264814	DHS
chr17:64611766-64612075	1	0.701542690394396	2.38822762600338e-14	0.77831806097793	309	0.968254	0	0	0	0	0	NA	0.5351821	1	CACNG5	-219314	DHS
chr17:64707226-64707535	1	0.978444968846331	0.417227215225244	0.482329345044609	309	0.968254	0.1587	1	0.0032	6	0	NA	0.9285973	0.6668784	CACNG5	-123854	DHS
chr17:64711901-64712175	1	1	0.524118121489112	1.60921868750084e-14	274	0.0317460000000001	0	0	0.0017	2	0	0	0.6435865	0.8972521	CACNG5	-119197	DHS
chr17:64876226-64876535	1	0.234873872806987	0.464050845782404	0.964823787084357	309	0.968254	0.0421	4	0.0012	5	0	NA	0.6617733	0.890824	CACNG5	45146	DHS
chr17:64969466-64969775	1	1	0.890459354384254	0.617513693909384	309	0.9761905	0.1212	1	0.006	2	0	NA	0.7152821	0.7762801	CACNG4	8595	DHS
chr17:65057821-65058135	1	1	0.875996087668061	0.322123750392481	314	0.968254	0	0	0.0017	2	0	NA	0.8944626	0.5740406	CACNG1	17272	DHS
chr17:65358321-65358630	0.384431090564634	0.947813905678358	1.20813325438056	1.07351359058445	309	0.9761905	0.1851	2	0.0012	3	0	NA	0.905186	0.4685121	PSMD12	4267	DHS
chr17:65362366-65362910	1	1	0.560098725804883	0.273929873057935	544	0.666667	0.2165	1	6e-04	5	0	0.1475	0.8193825	0.6785277	PSMD12	105	DHS
chr17:65370781-65371295	0.974125510477667	0.393341255851451	1.05620265612141	1.58952911239324	514	0.00793699999999997	0.2666	1	0.0096	1	1	0	0.7451262	0.6417077	PITPNC1	-3233	DHS
chr17:65471501-65471855	1	1	1.89076280555214e-14	0.26151308534882	354	0.103175	0	0	0.0024	4	0	0	0.5234389	1	PITPNC1	97407	DHS
chr17:65687801-65688110	1	1	0.371767868430481	1.16139351754201e-14	309	0.968254	0.0152	3	0.0032	1	0	NA	0.6518769	0.8950489	NOL11	-25993	DHS
chr17:6569401-6569795	0.969582954243714	0.735910079471382	0.924592461098751	1.36100105150265	394	0.0317460000000001	0.1268	1	0.0018	7	1	NA	0.7229534	0.766529	MED31	-14644	DHS
chr17:65781046-65781350	0.590115454397738	0.416637622286931	1.48999332788344	1.8100596791561	304	0.9761905	0	0	0.0058	1	0	NA	0.9578431	0.3266329	BPTF	-40583	DHS
chr17:6579366-6579675	0.307136371135034	0.165221313520362	1.8595692002971	2.18664883380751	309	0.968254	0.2754	5	0.0024	2	4	NA	0.8885912	0.4395847	MED31	-24567	DHS
chr17:65796581-65796855	1	0.286848099884404	0.481835672698538	1.97554644900368	274	0.0317460000000001	0	0	0.0047	2	0	0	0.7114663	0.8669017	BPTF	-25063	DHS
chr17:65983426-65983735	1	0.835165164220495	2.33687948166536e-14	1.05051115935786	309	0.968254	0	0	4e-04	1	0	NA	0.4484257	1	KPNA2	-48495	DHS
chr17:66427306-66427615	0.893792781212964	1	0.931128417742358	0.451952971997663	309	0.9761905	0.1743	1	0.0018	1	1	NA	0.8115767	0.6889183	WIPI1	26101	DHS
chr17:66459021-66459475	0.702375943099393	1	1.23467920062338	0.889755722445132	454	0.809524	0	0	0.0032	7	0	0	0.7563358	0.6775088	WIPI1	-5686	DHS
chr17:66636406-66636710	0.448782090472351	0.386089613935421	1.29646672118623	1.82285954365918	304	0.9761905	0	0	8e-04	3	0	NA	0.8833218	0.5913496	FAM20A	-39028	DHS
chr17:67049261-67049570	1	1	0.477665998350602	0.786556328338015	309	0.9761905	0	0	4e-04	1	0	NA	0.7139338	0.8641707	ABCA9	7789	DHS
chr17:67322266-67324070	1	0.897526473059406	0.692711955490927	0.809829386928718	1804	0.81746	0.0725	5	0.0018	13	3	0	0.4382154	0.7953165	ABCA5	74	DHS
chr17:67715781-67716090	0.614882515180039	0.390716824951909	0.877070489984855	1.68564083731179	309	0.968254	0	0	0.0021	2	0	NA	0.9257734	0.5187335	MAP2K6	305097	DHS
chr17:68027521-68027830	1	1	0.437991912283559	2.68942069524106e-14	309	0.9761905	0	0	0.0016	3	0	NA	0.8552683	0.7648263	KCNJ16	-73319	DHS
chr17:68163886-68164190	1	0.384716558020399	1.69313694815152e-14	0.855866400698989	304	0.9761905	0.0761	1	0.0011	2	0	NA	0.5554941	1	KCNJ2	-1638	DHS
chr17:68419761-68420070	0.606507568311371	0.557554595983016	1.40807693745023	1.09617076763983	309	0.9761905	0	0	0.0016	3	0	NA	0.9681348	0.2931848	KCNJ2	254240	DHS
chr17:68578981-68579295	1	0.225500063471447	0.996885983936344	1.09128678089976	314	0.968254	0.02565	2	0.0025	6	0	NA	0.9456933	0.4569846	KCNJ2	413462	DHS
chr17:68680566-68680875	1	0.264811031722333	0.391155038314901	2.02521414872886	309	0.9761905	0.0214	2	0.001	1	0	NA	0.3511405	0.9698611	KCNJ2	515045	DHS
chr17:68934486-68934795	1	1	0.548999724473304	3.72247157264205e-14	309	0.968254	0	0	0.001	3	0	NA	0.9056191	0.7045758	KCNJ2	768965	DHS
chr17:6915566-6916235	1	1	0.680479567460704	0.779944205074199	669	0.02381	0.0144	1	4e-04	6	0	NA	0.4027546	0.9031383	RNASEK	165	DHS
chr17:6939061-6939330	1	1	0.573620037313318	0.445804677083059	269	0	0.0655	1	6e-04	3	1	NA	0.7357037	0.8532983	SLC16A13	-198	DHS
chr17:69469061-69469370	1	1	0.422360888540792	1.53081922315023e-14	309	0.9761905	0.1043	2	0.0017	2	0	NA	0.8751377	0.7470926	SOX9	-647945	DHS
chr17:70359986-70360295	0.315505869795039	0.844191453163369	1.22874222968374	1.1728209174551	309	0.9761905	0.1066	1	0.0012	1	1	NA	0.9670473	0.2979392	SOX9	242980	DHS
